DSSTox_RID	DSSTox_CID	DSSTox_Generic_SID	DSSTox_FileID	STRUCTURE_Formula	STRUCTURE_MolecularWeight	STRUCTURE_ChemicalType	STRUCTURE_TestedForm_DefinedOrganic	STRUCTURE_Shown	TestSubstance_ChemicalName	TestSubstance_CASRN	TestSubstance_Description	ChemicalNote	STRUCTURE_ChemicalName_IUPAC	STRUCTURE_SMILES	STRUCTURE_Parent_SMILES	STRUCTURE_InChI	STRUCTURE_InChIKey	StudyType	Endpoint	Species	ChemicalReplicateCount	ChemClass_MRDD_grouping	TherapeuticCategory	Dose_MRDD_mg	Dose_MRDD_mmol	LOGINV_MRDD_mmol	ActivityScore_FDAMDD	ActivityCategory_MRDD_mmol	ActivityCategory_MCASE_mg	Note_FDAMDD			
23106	3106	23106	566_FDAMDD_v3b	C3H9O6P	172.073721	defined organic	parent	tested chemical	Glycerophosphoric acid II	17181-54-3	single chemical compound		2-hydroxy-1-(hydroxymethyl)ethyl dihydrogen phosphate	C(OP(O)(=O)O)(CO)CO	C(OP(O)(=O)O)(CO)CO	"InChI=1/C3H9O6P/c4-1-3(2-5)9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/f/h6-7H"	DHCLVCXQIBBOPH-ZDKSUBDRCP	Clinical Reports 	Maximum Recommended Daily Dose	human	2 of 2	Glycerophosphoric acid	none	66.7	0.387624558	0.411588716	16	Low	Low	form of drug administered not known			
23107	667	20667	567_FDAMDD_v3b	C2H5NO2	75.0666	defined organic	parent	tested chemical	Glycine	56-40-6	single chemical compound		glycine	NCC(O)=O	NCC(O)=O	"InChI=1/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)/f/h4H"	DHMQDGOQFOQNFH-JLSKMEETCN	Clinical Reports 	Maximum Recommended Daily Dose	human	1		none	100	1.332150384	-0.124553254	10	Low	Low	form of drug administered not known			
23108	3108	23108	568_FDAMDD_v3b	C13H15N3O4S	309.3409	defined organic	parent	tested chemical	Glycodiazine	339-44-6	single chemical compound		N-(5-{[2-(methyloxy)ethyl]oxy}pyrimidin-2-yl)benzenesulfonamide	C2=CC=CC(S(=O)(=O)NC1=NC=C(OCCOC)C=N1)=C2	C2=CC=CC(S(=O)(=O)NC1=NC=C(OCCOC)C=N1)=C2	"InChI=1/C13H15N3O4S/c1-19-7-8-20-11-9-14-13(15-10-11)16-21(17,18)12-5-3-2-4-6-12/h2-6,9-10H,7-8H2,1H3,(H,14,15,16)/f/h16H"	QFWPJPIVLCBXFJ-WYUMXYHSCT	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antidiabetic	33.3	0.107648229	0.967993111	22	Low	Low	form of drug administered not known			
23109	3109	23109	569_FDAMDD_v3b	C20H30BrNO3	412.3611	defined organic	salt Br	tested chemical	Glycopyrrolate	596-51-0	single chemical compound	ammonium	"3-[(3-cyclopentyl-3-hydroxy-3-phenylpropanoyl)oxy]-1,1-dimethylpyrrolidinium bromide"	C(O)(CC(=O)OC1C[N+](C)(C)CC1)(C2=CC=CC=C2)C3CCCC3.[Br-]	C(O)(CC(=O)OC1C[N+](C)(C)CC1)(C2=CC=CC=C2)C3CCCC3	"InChI=1/C20H30NO3.BrH/c1-21(2)13-12-18(15-21)24-19(22)14-20(23,17-10-6-7-11-17)16-8-4-3-5-9-16;/h3-5,8-9,17-18,23H,6-7,10-15H2,1-2H3;1H/q+1;/p-1/fC20H30NO3.Br/h;1h/qm;-1"	OTJVKCVDGMZYFJ-YJBVGUQECA	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anticholinergic	0.0667	0.000161751	3.791151856	54	High	High	form of drug administered not known			
23110	3110	23110	570_FDAMDD_v3b	C30H30O8	518.5544	defined organic	parent	tested chemical	Gossypol	303-45-7	single chemical compound		"1,1',6,6',7,7'-hexahydroxy-3,3'-dimethyl-5,5'-bis(1-methylethyl)-2,2'-binaphthalene-8,8'-dicarbaldehyde"	C1(O)=C(O)C(C(C)C)=C4C(=C1C=O)C(O)=C(C2=C(C)C=C3C(=C2O)C(C=O)=C(O)C(O)=C3C(C)C)C(C)=C4	C1(O)=C(O)C(C(C)C)=C4C(=C1C=O)C(O)=C(C2=C(C)C=C3C(=C2O)C(C=O)=C(O)C(O)=C3C(C)C)C(C)=C4	"InChI=1/C30H30O8/c1-11(2)19-15-7-13(5)21(27(35)23(15)17(9-31)25(33)29(19)37)22-14(6)8-16-20(12(3)4)30(38)26(34)18(10-32)24(16)28(22)36/h7-12,33-38H,1-6H3"	QBKSWRVVCFFDOT-UHFFFAOYAH	Clinical Reports 	Maximum Recommended Daily Dose	human	1		none	0.333	0.00064217	3.19235009	47	High-Moderate	High	form of drug administered not known			
23111	3111	23111	571_FDAMDD_v3b	C18H24N4O	312.40936	defined organic	parent	tested chemical	Granisetron	109889-09-0	single chemical compound	stereochem	1-methyl-N-[(3-endo)-9-methyl-9-azabicyclo[3.3.1]non-3-yl]-1H-indazole-3-carboxamide	CN4[C@@H]1CCC[C@H]4C[C@H](C1)NC(=O)c3nn(C)c2ccccc23	CN4[C@@H]1CCC[C@H]4C[C@H](C1)NC(=O)c3nn(C)c2ccccc23	"InChI=1/C18H24N4O/c1-21-13-6-5-7-14(21)11-12(10-13)19-18(23)17-15-8-3-4-9-16(15)22(2)20-17/h3-4,8-9,12-14H,5-7,10-11H2,1-2H3,(H,19,23)/t12-,13+,14-/f/h19H"	MFWNKCLOYSRHCJ-FDTRTOLWDE	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiemetic	0.01	3.20093E-05	4.494724037	61	High	High	form of drug administered not known			
23112	674	20674	572_FDAMDD_v3b	C17H17ClO6	352.7663	defined organic	parent	tested chemical	Griseofulvin	126-07-8	single chemical compound	stereochem	"(2S,6'R)-7-chloro-2',4,6-trimethoxy-6'-methyl-3H,4'H-spiro[1-benzofuran-2,1'-cyclohex[2]ene]-3,4'-dione"	O=C2C1=C(OC)C=C(OC)C(Cl)=C1O[C@]32C(OC)=CC(C[C@@](C)3[H])=O	O=C2C1=C(OC)C=C(OC)C(Cl)=C1O[C@]32C(OC)=CC(C[C@@](C)3[H])=O	"InChI=1/C17H17ClO6/c1-8-5-9(19)6-12(23-4)17(8)16(20)13-10(21-2)7-11(22-3)14(18)15(13)24-17/h6-8H,5H2,1-4H3/t8-,17+/m1/s1"	DDUHZTYCFQRHIY-RBHXEPJQBE	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antifungal	12.5	0.035434224	1.450577077	27	Low-Moderate	Low	form of drug administered not known			
23113	3113	23113	573_FDAMDD_v3b	C7H8O2	124.1372	defined organic	parent	tested chemical	Guaiacol	90-05-1	single chemical compound		2-methoxyphenol	C1=CC=CC(OC)=C1O	C1=CC=CC(OC)=C1O	"InChI=1/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3"	LHGVFZTZFXWLCP-UHFFFAOYAI	Clinical Reports 	Maximum Recommended Daily Dose	human	1		expectorant	11.2	0.090222754	1.044683923	23	Low	Low	form of drug administered not known			
23114	3114	23114	574_FDAMDD_v3b	C10H14O4	198.21576	defined organic	parent	tested chemical	Guaifenesin	93-14-1	single chemical compound		"3-{[2-(methyloxy)phenyl]oxy}propane-1,2-diol"	C1=CC=C(OC)C(OCC(O)CO)=C1	C1=CC=C(OC)C(OCC(O)CO)=C1	"InChI=1/C10H14O4/c1-13-9-4-2-3-5-10(9)14-7-8(12)6-11/h2-5,8,11-12H,6-7H2,1H3"	HSRJKNPTNIJEKV-UHFFFAOYAG	Clinical Reports 	Maximum Recommended Daily Dose	human	1		expectorant	20	0.10090015	0.996108186	22	Low	Low	form of drug administered not known			
23115	3115	23115	575_FDAMDD_v3b	C7H14N4	154.21286	defined organic	parent	tested chemical	Guancydine	1113-10-6	single chemical compound	tautomers	"2-cyano-1-(1,1-dimethylpropyl)guanidine"	CCC(C)(C)NC(N)=NC#N	CCC(C)(C)NC(N)=NC#N	"InChI=1/C7H14N4/c1-4-7(2,3)11-6(9)10-5-8/h4H2,1-3H3,(H3,9,10,11)/f/h11H,9H2/b10-6+"	VZVGEDRCVUKSEL-DELIZKJHDK	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihypertensive	10.4	0.067439252	1.171087252	24	Low	Low	form of drug administered not known			
23116	3116	23116	576_FDAMDD_v3b	C10H22N4	198.30848	defined organic	parent	tested chemical	Guanethidine	55-65-2	single chemical compound		1-(2-azocan-1-ylethyl)guanidine	C1CCCCCN(CCNC(N)=N)C1	C1CCCCCN(CCNC(N)=N)C1	"InChI=1/C10H22N4/c11-10(12)13-6-9-14-7-4-2-1-3-5-8-14/h1-9H2,(H4,11,12,13)/f/h11,13H,12H2"	ACGDKVXYNVEAGU-ZUIBBLPGCH	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihypertensive	0.833	0.004200526	2.376696284	38	Moderate	High	form of drug administered not known			
23117	3117	23117	577_FDAMDD_v3b	CH5N3	59.0705	defined organic	parent	tested chemical	Guanidine	113-00-8	single chemical compound		guanidine	C(=N)(N)N	C(=N)(N)N	"InChI=1/CH5N3/c2-1(3)4/h(H5,2,3,4)/f/h2H,3-4H2"	ZRALSGWEFCBTJO-HLDZQYPKCN	Clinical Reports 	Maximum Recommended Daily Dose	human	1		none	50	0.846446196	0.072400643	12	Low	Low	form of drug administered not known			
23118	3118	23118	578_FDAMDD_v3b	C17H12ClF3N2O	352.7381896	defined organic	parent	tested chemical	Halazepam	23092-17-3	single chemical compound		"7-chloro-5-phenyl-1-(2,2,2-trifluoroethyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one"	C1=C(Cl)C=C3C(=C1)N(CC(F)(F)F)C(=O)CN=C3C2=CC=CC=C2	C1=C(Cl)C=C3C(=C1)N(CC(F)(F)F)C(=O)CN=C3C2=CC=CC=C2	"InChI=1/C17H12ClF3N2O/c18-12-6-7-14-13(8-12)16(11-4-2-1-3-5-11)22-9-15(24)23(14)10-17(19,20)21/h1-8H,9-10H2"	WYCLKVQLVUQKNZ-UHFFFAOYAZ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anxiolytic	2.67	0.007569353	2.12094122	35	Moderate	High-Moderate	form of drug administered not known			
23119	3119	23119	579_FDAMDD_v3b	C26H30Cl2F3NO	500.4237096	defined organic	parent	tested chemical	Halofantrine	69756-53-2	single chemical compound		"3-(dibutylamino)-1-[1,3-dichloro-6-(trifluoromethyl)phenanthren-9-yl]propan-1-ol"	C1=CC(C(F)(F)F)=CC2=C1C(C(O)CCN(CCCC)CCCC)=CC3=C2C=C(Cl)C=C3Cl	C1=CC(C(F)(F)F)=CC2=C1C(C(O)CCN(CCCC)CCCC)=CC3=C2C=C(Cl)C=C3Cl	"InChI=1/C26H30Cl2F3NO/c1-3-5-10-32(11-6-4-2)12-9-25(33)23-16-22-21(14-18(27)15-24(22)28)20-13-17(26(29,30)31)7-8-19(20)23/h7-8,13-16,25,33H,3-6,9-12H2,1-2H3"	FOHHNHSLJDZUGQ-UHFFFAOYAC	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antimalarial	25	0.049957665	1.301397869	26	Low-Moderate	Low	form of drug administered not known			
23120	3120	23120	580_FDAMDD_v3b	C19H17ClF3NO4	415.7907896	defined organic	parent	tested chemical	Halofenate	26718-25-2	single chemical compound		2-(acetylamino)ethyl (4-chlorophenyl)[3-(trifluoromethyl)phenoxy]acetate	O=C(OCCNC(C)=O)C(OC2=CC=CC(C(F)(F)F)=C2)C1=CC=C(Cl)C=C1	O=C(OCCNC(C)=O)C(OC2=CC=CC(C(F)(F)F)=C2)C1=CC=C(Cl)C=C1	"InChI=1/C19H17ClF3NO4/c1-12(25)24-9-10-27-18(26)17(13-5-7-15(20)8-6-13)28-16-4-2-3-14(11-16)19(21,22)23/h2-8,11,17H,9-10H2,1H3,(H,24,25)/f/h24H"	BJBCSGQLZQGGIQ-LQFNOIFHCZ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihyperlipoproteinemic; uricosuric	16.7	0.04016443	1.396158394	27	Low-Moderate	Low	form of drug administered not known; structure modified v3b			
23121	3121	23121	581_FDAMDD_v3b	C19H23N3O4S	389.46862	defined organic	parent	tested chemical	Hetacillin	3511-16-8	single chemical compound	stereochem	"(2S,5R,6R)-6-(2,2-dimethyl-5-oxo-4-phenylimidazolidin-1-yl)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"	[C@@H]1([C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)N3C(NC(C3=O)c4ccccc4)(C)C	[C@@H]1([C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)N3C(NC(C3=O)c4ccccc4)(C)C	"InChI=1/C19H23N3O4S/c1-18(2)13(17(25)26)21-15(24)12(16(21)27-18)22-14(23)11(20-19(22,3)4)10-8-6-5-7-9-10/h5-9,11-13,16,20H,1-4H3,(H,25,26)/t11?,12-,13+,16-/m1/s1/f/h25H"	DXVUYOAEDJXBPY-DYGQEUPBDJ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antibacterial	33.3	0.085501112	1.068028238	23	Low	Low	form of drug administered not known			
23122	3122	23122	582_FDAMDD_v3b	C12H16N2O3	236.26704	defined organic	parent	tested chemical	Hexobarbital	56-29-1	single chemical compound		"5-cyclohex-1-en-1-yl-2-hydroxy-1,5-dimethylpyrimidine-4,6(1H,5H)-dione"	C2(=O)C(C)(C1CCCCC=1)C(=O)N=C(O)N2C	C2(=O)C(C)(C1CCCCC=1)C(=O)N=C(O)N2C	"InChI=1/C12H16N2O3/c1-12(8-6-4-3-5-7-8)9(15)13-11(17)14(2)10(12)16/h6H,3-5,7H2,1-2H3,(H,13,15,17)/f/h17H"	UYXAWHWODHRRMR-HCKMINDGCX	Clinical Reports 	Maximum Recommended Daily Dose	human	1		sedative; hypnotic; anesthetic	8.33	0.035256716	1.452758139	27	Low-Moderate	Low	form of drug administered not known			
23123	3123	23123	583_FDAMDD_v3b	C21H36N2O5S	428.58594	defined organic	complex methyl sulfate (CH3O4S)	tested chemical	Hexocyclium	115-63-9	single chemical compound	ammonium	"4-(2-cyclohexyl-2-hydroxy-2-phenylethyl)-1,1-dimethylpiperazin-1-ium methyl sulfate"	OC(CN1CC[N+](C)(C)CC1)(c2ccccc2)C3CCCCC3.[O-]S(=O)(=O)OC	OC(CN1CC[N+](C)(C)CC1)(c2ccccc2)C3CCCCC3	"InChI=1/C20H33N2O.CH4O4S/c1-22(2)15-13-21(14-16-22)17-20(23,18-9-5-3-6-10-18)19-11-7-4-8-12-19;1-5-6(2,3)4/h3,5-6,9-10,19,23H,4,7-8,11-17H2,1-2H3;1H3,(H,2,3,4)/q+1;/p-1/fC20H33N2O.CH3O4S/qm;-1"	NSILVESQCSUIAJ-WXOBMGSCCX	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anticholinergic	1.67	0.003896535	2.409321449	38	Moderate	High	form of drug administered not known			
23124	699	20699	584_FDAMDD_v3b	C12H18O2	194.2701	defined organic	parent	tested chemical	Hexylresorcinol	136-77-6	single chemical compound		"4-hexylbenzene-1,3-diol"	OC1=C(C=CC(=C1)O)CCCCCC	OC1=C(C=CC(=C1)O)CCCCCC	"InChI=1/C12H18O2/c1-2-3-4-5-6-10-7-8-11(13)9-12(10)14/h7-9,13-14H,2-6H2,1H3"	WFJIVOKAWHGMBH-UHFFFAOYAH	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihelmintic; antiseptic	16.67	0.085808367	1.066470364	23	Low	Low	form of drug administered not known			
23125	3125	23125	585_FDAMDD_v3b	C5H9N3	111.14506	defined organic	parent	tested chemical	Histamine	51-45-6	single chemical compound		2-(1H-imidazol-5-yl)ethanamine	C1N=CNC=1CCN	C1N=CNC=1CCN	"InChI=1/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)/f/h8H"	NTYJJOPFIAHURM-FZOZFQFYCU	Clinical Reports 	Maximum Recommended Daily Dose	human	1		gastrointestinal	0.0145	0.00013046	3.884522162	55	High	High	form of drug administered not known			
23126	3126	23126	586_FDAMDD_v3b	C6H9N3O2	155.15456	defined organic	parent	tested chemical	Histidine	71-00-1	single chemical compound	stereochem; tautomers	L-histidine	N[C@@H](C\C1=C\N=C/N1)C(O)=O	N[C@@H](C\C1=C\N=C/N1)C(O)=O	"InChI=1/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1/f/h9-10H"	HNDVDQJCIGZPNO-IFJFHIPQDC	Clinical Reports 	Maximum Recommended Daily Dose	human	1		none	100	0.644518601	0.190764544	13	Low	Low	form of drug administered not known			
23127	3127	23127	587_FDAMDD_v3b	C17H24BrNO3	370.28136	defined organic	complex methyl bromide (CH3Br)	tested chemical	"Homatropine, dl methylbromide"	80-49-9	single chemical compound	stereochem; parent [87-00-3]	(3-endo)-8-methyl-8-azabicyclo[3.2.1]oct-3-yl hydroxy(phenyl)acetate - bromomethane (1:1)	CN3[C@@H]1CC[C@H]3CC(C1)OC(=O)C(O)c2ccccc2.BrC	CN3[C@@H]1CC[C@H]3CC(C1)OC(=O)C(O)c2ccccc2	"InChI=1/C16H21NO3.CH3Br/c1-17-12-7-8-13(17)10-14(9-12)20-16(19)15(18)11-5-3-2-4-6-11;1-2/h2-6,12-15,18H,7-10H2,1H3;1H3/t12-,13+,14+,15?;"	NAABJORKYJMVLT-RDYJJYPNBI	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anticholinergic	0.667	0.001801333	2.744406016	42	Moderate	High	form of drug administered not known			
23128	3128	23128	588_FDAMDD_v3b	C20H24N2O2S	356.4818	defined organic	parent	tested chemical	Hycanthone	3105-97-3	single chemical compound		1-{[2-(diethylamino)ethyl]amino}-4-(hydroxymethyl)-9H-thioxanthen-9-one	C1=CC=C2C(=C1)C(=O)C3=C(S2)C(CO)=CC=C3NCCN(CC)CC	C1=CC=C2C(=C1)C(=O)C3=C(S2)C(CO)=CC=C3NCCN(CC)CC	"InChI=1/C20H24N2O2S/c1-3-22(4-2)12-11-21-16-10-9-14(13-23)20-18(16)19(24)15-7-5-6-8-17(15)25-20/h5-10,21,23H,3-4,11-13H2,1-2H3"	MFZWMTSUNYWVBU-UHFFFAOYAX	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihelmintic	10	0.028051923	1.552037362	29	Low-Moderate	Low	form of drug administered not known			
23129	3129	23129	589_FDAMDD_v3b	C8H8N4	160.17592	defined organic	parent	tested chemical	Hydralazine	86-54-4	single chemical compound		1-hydrazinophthalazine	C1=CC=C2C(=C1)C(NN)=NN=C2	C1=CC=C2C(=C1)C(NN)=NN=C2	"InChI=1/C8H8N4/c9-11-8-7-4-2-1-3-6(7)5-10-12-8/h1-5H,9H2,(H,11,12)/f/h11H"	RPTUSVTUFVMDQK-WXRBYKJCCB	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihypertensive	3.33	0.020789642	1.682152994	30	Moderate	Moderate	form of drug administered not known			
23130	713	20713	590_FDAMDD_v3b	C7H8ClN3O4S2	297.7391	defined organic	parent	tested chemical	Hydrochlorothiazide	58-93-5	single chemical compound		"6-chloro-3,4-dihydro-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide"	O=S1(=O)C2=C(C=C(C(=C2)S(=O)(=O)N)Cl)NCN1	O=S1(=O)C2=C(C=C(C(=C2)S(=O)(=O)N)Cl)NCN1	"InChI=1/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)/f/h9H2"	JZUFKLXOESDKRF-JSGPKCTECK	Clinical Reports 	Maximum Recommended Daily Dose	human	1		diuretic	3.33	0.011184289	1.951391638	33	Moderate	Moderate	form of drug administered not known			
23131	3131	23131	591_FDAMDD_v3b	C18H21NO3	299.36424	defined organic	parent	tested chemical	Hydrocodone	125-29-1	single chemical compound	stereochem; tautomers	"(5alpha)-17-methyl-3-(methyloxy)-4,5-epoxymorphinan-6-one"	[C@]325c1c4c(OC)ccc1C[C@H]([C@@H]2CCC([C@@H]3O4)=O)N(CC5)C	[C@]325c1c4c(OC)ccc1C[C@H]([C@@H]2CCC([C@@H]3O4)=O)N(CC5)C	"InChI=1/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3,6,11-12,17H,4-5,7-9H2,1-2H3/t11-,12+,17-,18-/m0/s1"	LLPOLZWFYMWNKH-CMKMFDCUBC	Clinical Reports 	Maximum Recommended Daily Dose	human	1		analgesic	0.75	0.002505309	2.601138658	40	Moderate	High	form of drug administered not known			
23132	3132	23132	592_FDAMDD_v3b	C8H8F3N3O4S2	331.2920296	defined organic	parent	tested chemical	Hydroflumethiazide	135-09-1	single chemical compound		"6-(trifluoromethyl)-3,4-dihydro-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide"	C1(S(=O)(=O)N)=C(C(F)(F)F)C=C2C(=C1)S(=O)(=O)NCN2	C1(S(=O)(=O)N)=C(C(F)(F)F)C=C2C(=C1)S(=O)(=O)NCN2	"InChI=1/C8H8F3N3O4S2/c9-8(10,11)4-1-5-7(2-6(4)19(12,15)16)20(17,18)14-3-13-5/h1-2,13-14H,3H2,(H2,12,15,16)/f/h12H2"	DMDGGSIALPNSEE-GAJRPKRDCJ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antihypertensive; diuretic	3.33	0.010051555	1.997766754	34	Moderate	Moderate	form of drug administered not known			
23133	3133	23133	593_FDAMDD_v3b	C17H19NO3	285.33766	defined organic	parent	tested chemical	Hydromorphone	466-99-9	single chemical compound	stereochem; tautomers	"(5alpha)-3-hydroxy-17-methyl-4,5-epoxymorphinan-6-one"	[C@]325c1c4c(O)ccc1C[C@H]([C@@H]2CCC([C@@H]3O4)=O)N(CC5)C	[C@]325c1c4c(O)ccc1C[C@H]([C@@H]2CCC([C@@H]3O4)=O)N(CC5)C	"InChI=1/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2,4,10-11,16,19H,3,5-8H2,1H3/t10-,11+,16-,17-/m0/s1"	WVLOADHCBXTIJK-YNHQPCIGBL	Clinical Reports 	Maximum Recommended Daily Dose	human	1		analgesic	0.4	0.001401848	2.853299104	43	Moderate	High	form of drug administered not known			
23134	3134	23134	594_FDAMDD_v3b	C9H13NO	151.20562	defined organic	parent	tested chemical	Hydroxyamphetamide	103-86-6	single chemical compound		4-(2-aminopropyl)phenol	C1=C(O)C=CC(CC(N)C)=C1	C1=C(O)C=CC(CC(N)C)=C1	"InChI=1/C9H13NO/c1-7(10)6-8-2-4-9(11)5-3-8/h2-5,7,11H,6,10H2,1H3"	GIKNHHRFLCDOEU-UHFFFAOYAW	Clinical Reports 	Maximum Recommended Daily Dose	human	1		adrenergic; mydriatic	4	0.026454043	1.577507942	29	Low-Moderate	Moderate	form of drug administered not known			
23135	3135	23135	595_FDAMDD_v3b	C18H26ClN3O	335.87154	defined organic	parent	tested chemical	Hydroxychloroquine	118-42-3	single chemical compound	alternate CASRN [747-36-4]	2-[{4-[(7-chloroquinolin-4-yl)amino]pentyl}(ethyl)amino]ethanol	C1=C(Cl)C=C2C(=C1)C(NC(C)CCCN(CC)CCO)=CC=N2	C1=C(Cl)C=C2C(=C1)C(NC(C)CCCN(CC)CCO)=CC=N2	"InChI=1/C18H26ClN3O/c1-3-22(11-12-23)10-4-5-14(2)21-17-8-9-20-18-13-15(19)6-7-16(17)18/h6-9,13-14,23H,3-5,10-12H2,1-2H3,(H,20,21)/f/h21H"	XXSMGPRMXLTPCZ-PKSOQXRJCE	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antimalarial; antirheumatic; lupus erythematosus suppressant	10	0.029773288	1.526173206	28	Low-Moderate	Low	form of drug administered not known			
23136	3136	23136	596_FDAMDD_v3b	C16H16N4O	280.32444	defined organic	parent	tested chemical	Hydroxystilbamidine	495-99-8	single chemical compound	stereochem	4-[(E)-2-{4-[amino(imino)methyl]phenyl}ethenyl]-3-hydroxybenzenecarboximidamide	C2=C(C(N)=N)C=C(O)C(C=CC1=CC=C(C(N)=N)C=C1)=C2	C2=C(C(N)=N)C=C(O)C(C=CC1=CC=C(C(N)=N)C=C1)=C2	"InChI=1/C16H16N4O/c17-15(18)12-5-2-10(3-6-12)1-4-11-7-8-13(16(19)20)9-14(11)21/h1-9,21H,(H3,17,18)(H3,19,20)/b4-1+/f/h17,19H,18,20H2/b4-1+,17-15?,19-16?"	TUESWZZJYCLFNL-WPYYECMSDL	Clinical Reports 	Maximum Recommended Daily Dose	human	1		antiprotozoal	4.17	0.014875621	1.827524908	32	Moderate	Moderate	form of drug administered not known			
23137	3137	23137	597_FDAMDD_v3b	C21H27ClN2O2	374.90428	defined organic	parent	tested chemical	Hydroxyzine	68-88-2	single chemical compound		2-[(2-{4-[(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethyl)oxy]ethanol	C3(Cl)=CC=C(C(C1=CC=CC=C1)N2CCN(CCOCCO)CC2)C=C3	C3(Cl)=CC=C(C(C1=CC=CC=C1)N2CCN(CCOCCO)CC2)C=C3	"InChI=1/C21H27ClN2O2/c22-20-8-6-19(7-9-20)21(18-4-2-1-3-5-18)24-12-10-23(11-13-24)14-16-26-17-15-25/h1-9,21,25H,10-17H2"	ZQDWXGKKHFNSQK-UHFFFAOYAL	Clinical Reports 	Maximum Recommended Daily Dose	human	1		anxiolytic; antihistaminic	6.67	0.017791208	1.749794565	31	Moderate	Low	form of drug administered not known			
23138	3138	23138	598_FDAMDD_v3b	C17H25NO4	307.3847	defined organic	parent	tested chemical	Ibopamine	66195-31-1	single chemical compound		"4-[2-(methylamino)ethyl]benzene-1,2-diyl bis(2-methylpropanoate)"	C1=C(CCNC)C=C(OC(=O)C(C)C)C(OC(=O)C(C)C)=C1	C1=C(CCNC)C=C(OC(=O)C(C)C)C(OC(=O)C(C)C)=C1	"InChI=1/C17H25NO4/c1-11(2)16(19)21-14-7-6-13(8-9-18-5)10-15(14)22-17(20)12(3)4/h6-7,10-12,18H,8-9H2,1-5H3"	WDKXLLJDNUBYCY-UHFFFAOYAZ	Clinical Reports 	Maximum Recommended Daily Dose	human	1		cardiotonic	10	0.032532524	1.487682247	28	Low-Moderate	Low	form of drug administered not known			
23139	732	20732	599_FDAMDD_v3b	C13H18O2	206.284	defined organic	parent	tested chemical	Ibuprofen	15687-27-1	single chemical compound		2-[4-(2-methylpropyl)phenyl]propanoic acid	CC(C1=CC=C(C=C1)CC(C)C)C(=O)O	CC(C1=CC=C(C=C1)CC(C)C)C(=O)O	"InChI=1/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)/f/h14H"	HEFNNWSXXWATRW-YHMJCDSICY	Clinical Reports 	Maximum Recommended Daily Dose	human	1 of 2	Ibuprofen	anti inflammatory	40	0.193907429	0.712405553	19	Low	Low	form of drug administered not known			
